id_hogar,id_persona,es_elegible_desde_la_cuna,es_elegible_mi_beca_para_empezar,es_elegible_beca_rita_cetina,es_elegible_beca_benito_juarez,es_elegible_jovenes_escribiendo_el_futuro,es_elegible_jovenes_construyendo_futuro,es_elegible_seguro_desempleo_cdmx,es_elegible_ingreso_ciudadano_universal,es_elegible_pension_mujeres_bienestar,es_elegible_imss_bienestar,es_elegible_inea,es_elegible_leche_bienestar,es_elegible_pension_adultos_mayores
3047933,30479331,no,no,no,no,no,no,no,no,no,no,no,no,no
3047933,30479332,no,no,no,no,no,no,no,no,no,no,no,no,no
3047933,30479333,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3047933,30479334,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
3047935,30479351,no,no,no,no,no,no,no,no,no,no,yes,no,no
3047935,30479352,no,no,no,no,no,no,no,no,no,no,yes,no,no
3047935,30479353,no,no,no,yes,yes,no,yes,no,no,no,no,no,no
3047935,30479354,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
3047935,30479355,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3047935,30479356,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
3047935,30479357,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3047935,30479358,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3047936,30479361,no,no,no,no,no,no,yes,no,no,no,no,no,no
3047936,30479362,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
3047936,30479363,no,no,no,no,no,no,no,no,no,no,no,yes,no
3047936,30479364,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3047937,30479371,no,no,no,no,no,no,no,no,no,no,no,no,no
3047937,30479372,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3047937,30479373,no,no,no,no,no,no,no,no,no,yes,no,no,no
3047937,30479374,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3047938,30479381,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3047939,30479391,no,no,no,no,no,no,no,no,no,yes,no,no,no
3047939,30479392,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3047939,30479393,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3047939,30479394,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3047939,30479395,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
3047940,30479401,no,no,no,no,no,no,no,no,no,yes,no,no,no
3047940,30479402,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
3048060,30480601,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048060,30480602,no,no,no,no,no,no,no,no,no,no,no,no,no
3048060,30480603,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3048061,30480611,no,no,no,no,no,no,no,no,yes,yes,no,yes,no
3048061,30480612,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048061,30480613,no,no,no,no,no,no,no,no,no,no,no,no,no
3048061,30480614,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3048061,30480615,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048061,30480616,no,no,no,no,no,no,no,no,no,no,no,no,no
3048062,30480621,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048062,30480622,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048062,30480623,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048062,30480624,no,no,no,no,no,no,no,no,no,yes,,no,no
3048062,30480625,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048062,30480626,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048063,30480631,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3048063,30480632,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048063,30480633,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3048064,30480641,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048064,30480642,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048064,30480643,yes,no,no,no,no,no,no,no,no,no,,yes,no
3048064,30480644,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048066,30480661,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048066,30480662,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048066,30480663,no,no,no,no,no,no,no,no,no,no,,yes,no
3048069,30480691,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048069,30480692,no,no,no,no,no,no,no,no,no,no,no,no,no
3048069,30480693,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3048069,30480694,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048072,30480721,no,no,no,no,no,no,no,no,no,no,no,no,no
3048076,30480761,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048078,30480781,no,no,no,no,no,no,no,no,no,no,no,no,no
3048080,30480801,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3048081,30480811,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048082,30480821,no,no,no,no,no,no,no,no,no,no,no,no,no
3048082,30480822,no,no,no,no,no,no,no,no,no,no,no,no,no
3048082,30480823,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048090,30480901,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048091,30480911,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048091,30480912,no,no,no,no,no,no,no,no,no,no,no,no,no
3048091,30480913,no,no,no,no,no,no,no,no,no,no,no,no,no
3048091,30480914,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
3048091,30480915,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3048093,30480931,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048093,30480932,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048093,30480933,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3048093,30480934,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048093,30480935,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048093,30480936,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048100,30481001,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3048100,30481002,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048101,30481011,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048101,30481012,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048101,30481013,yes,no,no,no,no,no,no,no,no,no,no,yes,no
3048741,30487411,no,no,no,no,no,no,no,no,no,no,no,no,no
3048741,30487412,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048741,30487413,yes,no,no,no,no,no,no,no,no,yes,,yes,no
3048743,30487431,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3048743,30487432,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048743,30487433,no,no,no,no,no,no,no,no,no,no,no,no,no
3048743,30487434,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3048743,30487435,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048744,30487441,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048744,30487442,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048744,30487443,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3048744,30487444,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no
3048745,30487451,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048745,30487452,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3048748,30487481,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048748,30487482,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048748,30487483,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3048748,30487484,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3048748,30487485,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3048749,30487491,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048749,30487492,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048749,30487493,no,no,no,no,no,no,no,no,no,no,no,no,no
3048750,30487501,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048750,30487502,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048750,30487503,no,no,no,no,no,no,no,no,no,no,,yes,no
3048752,30487521,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048753,30487531,no,no,no,no,no,no,no,no,no,no,no,no,no
3048753,30487532,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048753,30487533,no,no,no,no,no,no,no,no,no,,no,no,no
3048754,30487541,no,no,no,no,no,no,no,no,no,no,no,yes,yes
3048754,30487542,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048754,30487543,no,no,no,no,no,no,no,no,no,no,no,no,no
3048754,30487544,no,no,no,no,no,no,no,no,no,no,no,no,no
3048754,30487545,no,no,no,no,no,no,no,no,no,no,no,no,no
3048755,30487551,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048755,30487552,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048757,30487571,no,no,no,no,no,no,no,no,no,no,no,no,no
3048757,30487572,no,no,no,no,no,no,no,no,no,no,no,no,no
3048757,30487573,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
3048757,30487574,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048759,30487591,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3048760,30487601,no,no,no,no,no,no,no,no,no,no,no,no,no
3048760,30487602,no,no,no,no,no,no,no,no,no,no,no,no,no
3048760,30487603,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3048761,30487611,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3048761,30487612,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048761,30487613,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048761,30487614,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
3048762,30487621,no,no,no,no,no,no,no,no,no,no,no,yes,yes
3048762,30487622,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048764,30487641,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048764,30487642,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048764,30487643,no,no,no,no,no,no,no,no,no,,no,no,no
3048764,30487644,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048767,30487671,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048767,30487672,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048767,30487673,no,no,no,no,no,no,no,no,no,,no,no,no
3048767,30487674,no,no,no,no,no,no,no,no,no,no,no,no,no
3048769,30487691,no,no,no,no,no,no,no,no,no,no,no,no,no
3048769,30487692,no,no,no,no,no,no,no,no,no,no,no,yes,yes
3048769,30487693,no,no,no,no,no,no,no,no,no,no,no,no,no
3048769,30487694,no,no,no,no,yes,no,no,no,no,no,no,no,no
3048770,30487701,no,no,no,no,no,no,no,no,no,no,no,no,no
3048770,30487702,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3048771,30487711,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3048771,30487712,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3048774,30487741,no,no,no,no,no,no,no,no,yes,yes,no,yes,no
3048774,30487742,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048780,30487801,no,no,no,no,no,no,no,no,yes,yes,no,yes,no
3048780,30487802,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048780,30487803,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048784,30487841,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048784,30487842,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048786,30487861,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048786,30487862,no,no,no,no,no,no,no,no,yes,,yes,yes,no
3048787,30487871,no,no,no,no,no,no,no,no,no,no,no,no,no
3048787,30487872,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048788,30487881,no,no,no,no,no,no,no,no,no,no,no,no,no
3048788,30487882,no,no,no,no,no,no,no,no,no,,no,yes,no
3048788,30487883,no,no,no,no,yes,no,no,no,no,no,no,no,no
3048788,30487884,no,no,no,no,no,no,no,no,no,,no,no,no
3048788,30487885,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3048788,30487886,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3048795,30487951,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048795,30487952,no,no,no,no,no,no,no,no,no,no,,yes,no
3048796,30487961,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048796,30487962,no,no,no,no,no,no,no,no,no,no,no,no,no
3048798,30487981,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048798,30487982,no,no,no,no,no,no,no,no,no,no,no,no,no
3048798,30487983,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048798,30487984,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048799,30487991,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3048799,30487992,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no
3048800,30488001,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048800,30488002,no,no,no,no,no,no,no,yes,no,no,no,no,no
3048800,30488003,no,no,no,no,no,no,no,no,no,no,no,no,no
3048800,30488004,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048800,30488005,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048800,30488006,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048801,30488011,no,no,no,no,no,no,no,no,no,no,no,no,no
3048801,30488012,no,no,no,no,no,no,no,no,no,no,no,no,no
3048801,30488013,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048801,30488014,yes,no,no,no,no,no,no,no,no,no,no,yes,no
3048805,30488051,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048805,30488052,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no
3048805,30488053,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048805,30488054,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048808,30488081,no,no,no,no,no,no,no,no,no,no,no,no,no
3048808,30488082,no,no,no,no,no,no,no,no,no,no,no,no,no
3048810,30488101,no,no,no,no,no,no,no,no,no,no,no,no,no
3048810,30488102,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no
3048810,30488103,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3048812,30488121,no,no,no,no,no,no,no,no,yes,yes,no,yes,no
3048812,30488122,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3048812,30488123,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048842,30488421,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048842,30488422,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3048842,30488423,no,no,no,no,no,no,no,no,no,yes,,yes,no
3048842,30488424,yes,no,no,no,no,no,no,no,no,yes,,yes,no
3048842,30488425,no,no,no,no,no,no,yes,no,no,,yes,no,no
3048843,30488431,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048843,30488432,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048844,30488441,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048845,30488451,no,no,no,no,no,no,no,no,no,no,no,no,no
3048845,30488452,no,no,no,no,no,no,no,no,no,no,no,no,no
3048845,30488453,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
3048845,30488454,no,no,no,no,no,no,no,no,no,no,no,no,no
3048845,30488455,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048846,30488461,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048846,30488462,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048846,30488463,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3048846,30488464,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3048846,30488465,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3048847,30488471,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3048847,30488472,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3048847,30488473,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048847,30488474,no,no,no,no,no,no,no,no,no,no,no,no,no
3048847,30488475,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no
3048848,30488481,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048848,30488482,no,no,no,no,no,no,yes,no,no,yes,no,no,no
3048848,30488483,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
3048848,30488484,no,no,no,no,no,no,no,no,no,no,no,no,no
3048855,30488551,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048855,30488552,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3048857,30488571,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no
3048862,30488621,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3048862,30488622,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048862,30488623,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048864,30488641,no,no,no,no,no,no,no,no,no,no,no,no,no
3048864,30488642,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048864,30488643,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048864,30488644,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048864,30488645,yes,no,no,no,no,no,no,no,no,no,no,yes,no
3048865,30488651,no,no,no,no,no,no,yes,no,no,yes,no,no,no
3048865,30488652,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3048865,30488653,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3048865,30488654,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048866,30488661,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3048866,30488662,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3048866,30488663,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
3048867,30488671,no,no,no,no,no,no,no,no,no,no,no,no,no
3048867,30488672,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048867,30488673,no,no,no,no,no,no,yes,no,no,no,no,no,no
3048903,30489031,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048903,30489032,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048903,30489033,no,no,no,no,no,no,no,no,no,no,no,no,no
3048903,30489034,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3048934,30489341,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048934,30489342,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048934,30489343,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3048934,30489344,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3048936,30489361,no,no,no,no,no,no,no,no,yes,no,yes,yes,no
3048936,30489362,no,no,no,no,no,no,no,no,no,no,yes,no,no
3048936,30489363,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048938,30489381,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3048938,30489382,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048938,30489383,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048938,30489384,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3048938,30489385,yes,no,no,no,no,no,no,no,no,yes,,yes,no
3048938,30489386,no,no,no,no,no,no,no,yes,no,yes,no,no,no
3048940,30489401,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3048940,30489402,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048940,30489403,no,no,no,no,no,no,no,no,no,no,no,no,no
3048940,30489404,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048940,30489405,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3048943,30489431,no,no,no,no,no,no,no,no,yes,yes,no,yes,no
3048943,30489432,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048943,30489433,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048949,30489491,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048949,30489492,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
3048949,30489493,no,no,no,no,no,no,no,no,no,yes,,yes,no
3048950,30489501,no,no,no,no,no,no,no,no,no,no,no,no,no
3048950,30489502,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
3048950,30489503,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
3048950,30489504,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
3048952,30489521,no,no,no,no,no,no,no,no,no,no,no,no,no
3048952,30489522,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3048957,30489571,no,no,no,no,no,no,no,no,no,no,no,no,no
3048957,30489572,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3048957,30489573,no,no,no,no,no,no,no,no,no,no,,yes,no
3048957,30489574,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3048958,30489581,no,no,no,no,no,no,no,no,no,no,no,no,no
3048958,30489582,no,no,no,no,no,no,no,no,no,no,no,yes,no
3048958,30489583,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
3048958,30489584,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3048960,30489601,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048960,30489602,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3048962,30489621,no,no,no,no,no,no,no,no,no,no,no,no,no
3048966,30489661,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048970,30489701,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3048972,30489721,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048972,30489722,no,no,no,no,no,no,no,no,no,yes,no,no,no
3048974,30489741,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055557,30555571,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3055557,30555572,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055557,30555573,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055558,30555581,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055558,30555582,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055559,30555591,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3055559,30555592,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055560,30555601,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055560,30555602,no,no,no,no,no,no,no,no,no,no,no,no,no
3055560,30555603,no,no,no,no,no,no,no,no,no,no,no,no,no
3055560,30555604,no,no,no,no,no,no,no,no,no,no,yes,no,no
3055561,30555611,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3055561,30555612,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055561,30555613,no,no,no,no,no,no,no,no,no,no,yes,no,no
3055562,30555621,no,no,no,no,no,no,no,no,no,no,,yes,no
3055562,30555622,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3055562,30555623,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055562,30555624,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3055562,30555625,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3055562,30555626,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3055563,30555631,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3055563,30555632,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3055563,30555633,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
3055563,30555634,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055564,30555641,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3055564,30555642,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055564,30555643,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055564,30555644,no,no,no,no,yes,no,no,no,no,yes,no,no,no
3055564,30555645,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
3055566,30555661,no,no,no,no,no,no,no,yes,no,no,no,no,no
3055566,30555662,no,no,no,no,no,no,no,no,no,no,no,no,no
3055566,30555663,no,no,no,no,no,no,no,no,no,no,yes,no,no
3055566,30555664,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
3055566,30555665,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055567,30555671,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055567,30555672,no,no,no,no,no,no,no,no,no,no,no,no,no
3055567,30555673,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3055567,30555674,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055567,30555675,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055567,30555676,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3055568,30555681,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055568,30555682,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
3055568,30555683,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
3055568,30555684,no,no,no,no,no,no,no,no,no,no,,yes,no
3055568,30555685,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055569,30555691,no,no,no,no,no,no,no,no,no,no,no,no,no
3055569,30555692,no,no,no,no,no,no,no,no,no,no,no,no,no
3055569,30555693,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3055569,30555694,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3055569,30555695,no,no,no,no,no,no,no,no,yes,no,yes,yes,no
3055569,30555696,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
3055572,30555721,no,no,no,no,no,no,no,no,no,no,yes,no,no
3055572,30555722,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055572,30555723,no,no,no,no,no,no,no,no,no,no,no,no,no
3055573,30555731,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055573,30555732,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055573,30555733,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3055573,30555734,no,no,no,no,no,no,no,no,no,no,,no,no
3055574,30555741,no,no,no,no,no,no,no,no,no,no,yes,no,no
3055574,30555742,no,no,no,no,no,no,no,no,no,no,yes,no,no
3055574,30555743,yes,no,no,no,no,no,no,no,no,no,no,yes,no
3055576,30555761,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3055576,30555762,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055576,30555763,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
3055576,30555764,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3055577,30555771,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3055577,30555772,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3055577,30555773,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055577,30555774,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055579,30555791,no,no,no,no,no,no,no,yes,no,yes,no,no,no
3055579,30555792,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3055580,30555801,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3055580,30555802,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3055580,30555803,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3055581,30555811,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055581,30555812,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3055581,30555813,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
3055582,30555821,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3055582,30555822,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055582,30555823,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055582,30555824,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
3055582,30555825,no,no,no,no,no,yes,yes,no,no,yes,no,no,no
3055583,30555831,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3055583,30555832,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055583,30555833,no,no,no,no,no,no,no,no,no,yes,no,no,no
3055583,30555834,no,no,no,no,no,no,no,no,no,no,yes,no,no
3055583,30555835,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3055584,30555841,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3055587,30555871,no,no,no,no,no,no,no,no,no,no,no,yes,no
3055587,30555872,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3055588,30555881,no,no,no,no,no,no,no,no,no,no,no,no,no
3055588,30555882,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
